Year,Hour,Ttb,DayTime,Month,Day,Tmin,Tmax,Lm,Ang
2019,17,26.3,5,5,23,22.1,32.7,6,72929 
2019,10,26.0,6,5,24,22.9,31.5,0.01,73168 
2019,11,26.0,7,5,25,22.3,32.1,1,71706 
2019,19,25.4,8,5,26,21.9,31.2,6,79605 
2019,19,25.2,2,5,27,21.3,31.3,8,71065 
2019,18,26.4,3,5,28,23.0,32.2,0.01,88036 
2019,17,24.9,4,5,29,21.0,30.3,48,90208 
2019,17,25.3,5,5,30,22.4,30.3,1,91979 
2019,17,25.0,6,5,31,21.3,30.7,33,80886 
2019,6,26.2,7,6,1,22.1,31.5,0.01,97884 
2019,6,24.6,8,6,2,21.2,32.3,35,80798 
2019,19,25.7,2,6,3,21.2,32.4,6,71145 
2019,11,25.4,3,6,4,22.6,34.0,25,70808 
2019,19,25.1,4,6,5,21.9,32.1,1,73960 
2019,17,25.6,5,6,6,22.6,32.2,1,72468 
2019,11,26.6,6,6,7,22.8,32.0,0.01,71722 
2019,6,25.5,7,6,8,22.2,30.1,0.01,70977 
2019,19,25.7,8,6,9,23.2,30.2,0.01,72384 
2019,6,26.3,2,6,10,23.0,30.5,0.01,79181 
2019,6,25.8,3,6,11,22.3,29.5,6,85978 
2019,10,25.7,4,6,12,22.3,30.0,1,87621 
2019,19,25.9,5,6,13,22.3,31.2,0.01,74711 
2019,11,25.8,6,6,14,23.7,31.0,1,87144 
2019,8,25.4,7,6,15,22.5,30.2,0.01,92933 
2019,10,24.5,8,6,16,21.6,28.9,8,84224 
2019,10,23.7,2,6,17,22.2,27.5,12,84884 
2019,6,24.7,3,6,18,22.0,29.1,2,80886 
2019,6,26.1,4,6,19,22.8,30.5,0.01,80523 
2019,19,27.0,5,6,20,22.5,32.5,0.01,80161 
2019,11,26.0,6,6,21,22.5,32.7,2,82520 
2019,6,26.0,7,6,22,21.0,33.3,6,82515 
2019,6,25.3,8,6,23,21.3,31.4,15,81984 
2019,10,26.1,2,6,24,23.1,30.9,1,71553 
2019,6,25.5,3,6,25,23.4,30.0,0.01,87144 
2019,6,25.6,4,6,26,22.3,30.5,0.01,87119 
2019,10,25.0,5,6,27,21.8,29.0,16,72662 
2019,6,25.1,6,6,28,24.2,29.7,1,75982 
2019,16,24.7,7,6,29,22.1,27.9,7,70198 
2019,17,24.6,8,6,30,22.2,28.1,1,65388 
2019,7,24.0,,7,1,22.0,27.2,3,59329 
2019,8,24.0,,7,2,22.9,25.4,16,60070 
2019,17,22.8,,7,3,22.2,23.3,6,58734 
2019,19,23.7,,7,4,21.2,26.4,2,58613 
2019,11,24.1,,7,5,22.2,28.0,3,57866 
2019,19,24.1,,7,6,20.5,28.4,1,56849 
2019,19,24.4,,7,7,21.6,28.4,0.01,57293 
2019,19,25.4,,7,8,21.6,30.2,0.01,58248 
2019,19,25.3,,7,9,22.5,29.4,4,60157 
2019,19,25.3,,7,10,22.0,30.2,1,58987 
2019,18,24.8,,7,11,21.2,30.5,0.01,61013 
2019,10,25.3,,7,12,21.5,32.0,0.01,63406 
2019,17,24.8,,7,13,21.3,29.3,0.01,61779 
2019,17,25.2,,7,14,21.1,30.1,0.01,60652 
2019,17,25.5,,7,15,21.3,31.2,0.01,63978 
2019,15,25.4,,7,16,22.3,30.7,8,62324 
2019,11,24.6,,7,17,21.2,29.2,0.01,59110 
2019,18,25.6,,7,18,22.2,29.7,0.01,60122 
2019,19,26.0,,7,19,22.3,31.0,0.01,62312 
2019,19,26.2,,7,20,23.1,31.2,1,62084 
2019,19,25.2,,7,21,22.1,30.2,1,63327 
2019,19,25.3,,7,22,22.2,29.8,2,61713 
2019,19,25.3,,7,23,22.9,30.3,0.01,65391 
2019,17,25.4,,7,24,22.2,30.7,0.01,66127 
2019,17,24.3,,7,25,22.9,28.3,1,61346 
2019,9,24.3,,7,26,21.5,29.5,8,63230 
2019,17,24.0,,7,27,21.9,27.6,1,60877 
2019,17,23.3,,7,28,21.3,26.4,0.01,56534 
2019,8,21.9,,7,29,20.8,23.9,13,57857 
2019,17,23.8,,7,30,20.4,27.1,0.01,56828 
2019,11,,,7,31,0.1,24.2,0.01,58896 
2019,13,,,8,1,22.0,24.5,39.3,57221 
2019,19,,,8,2,21.2,24.2,13.8,57408 
2019,17,,,8,3,21.7,24.2,22.8,56334 
2019,18,,,8,4,22.1,26.6,7.5,57858 
2019,19,,,8,5,21.5,29.0,58.8,58750 
2019,19,,,8,6,21.8,26.8,7.3,56903 
2019,10,,,8,7,22.4,26.2,19.3,57736 
2019,19,,,8,8,22.0,29.0,49.7,58115 
2019,19,,,8,9,22.2,29.8,4.6,59062 
2019,17,,,8,10,22.3,28.1,12.4,57907 
2019,14,,,8,11,22.7,28.6,6.1,57848 
2019,17,,,8,12,23.1,29.2,6.3,57611 
2019,20,,,8,13,22.3,28.4,3.2,57570 
2019,19,,,8,14,23.2,30.3,0.01,60008 
2019,17,,,8,15,22.8,29.2,2.9,58856 
2019,19,,,8,16,23.1,27.9,5.3,57471 
2019,11,,,8,17,22.8,29.1,13.2,56478 
2019,17,,,8,18,21.1,29.9,5.0,59107 
2019,7,,,8,19,21.7,30.3,0.6,61919 
2019,19,,,8,20,22.1,26.2,21.0,59119 
2019,19,,,8,21,21.1,29.0,5.5,58583 
2019,19,,,8,22,21.0,28.0,4.2,57954 
2019,19,,,8,23,21.2,27.3,2.9,57824 
2019,18,,,8,24,21.8,28.1,3.7,56973 
2019,17,,,8,25,21.4,28.7,3.2,56622 
2019,16,,,8,26,22.2,29.4,3.8,58965 
2019,19,,,8,27,22.2,30.0,1.2,59698 
2019,17,,,8,28,22.0,30.1,0.01,59837 
2019,16,,,8,29,21.1,24.5,61.5,58319 
2019,18,,,8,30,21.2,26.8,20.3,56801 
2019,17,,,8,31,21.0,29.2,19.3,55988 
2019,10,,,9,1,21.8,27.9,13.1,56323 
2019,19,,,9,2,21.7,25.0,61.9,55723 
2019,18,,,9,3,21.4,24.5,18.3,57080 
2019,17,,,9,4,21.6,25.5,7.0,58532 
2019,19,,,9,5,21.0,24.1,19.7,56184 
2019,18,,,9,6,21.4,27.4,5.6,54831 
2019,15,,,9,7,22.1,26.7,0.01,54700 
2019,11,,,9,8,22.1,27.0,48.9,54230 
2019,21,,,9,9,20.8,25.5,52.7,54829 
2019,18,,,9,10,21.0,27.1,22.2,56521 
2019,19,,,9,11,20.2,29.3,6.2,58613 
2019,17,,,9,12,20.3,29.7,0.01,59016 
2019,18,,,9,13,20.2,27.0,29.2,56391 
2019,17,,,9,14,20.3,30.6,0.01,58490 
2019,17,,,9,15,19.2,30.2,0.01,58248 
2019,18,,,9,16,21.2,30.7,0.8,58081 
2019,18,,,9,17,19.5,31.2,0.01,58888 
2019,18,,,9,18,20.3,32.1,1.1,60158 
2019,18,,,9,19,21.0,25.3,10.4,59489 
2019,17,,,9,20,20.3,29.3,50.3,56606 
2019,18,,,9,21,21.3,27.1,67.0,58654 
2019,17,,,9,22,20.3,28.2,47.1,54317 
2019,18,,,9,23,19.4,30.3,0.01,56580 
2019,17,,,9,24,19.2,29.9,0.01,57805 
2019,18,,,9,25,19.2,30.5,0.01,58855 
2019,18,,,9,26,22.1,31.2,0.01,55874 
2019,18,,,9,27,18.3,30.6,0.01,59146 
2019,18,,,9,28,19.3,30.1,0.01,60702 
2019,18,,,9,29,18.3,32.2,0.6,62569 
2019,17,,,9,30,21.8,31.3,0.01,62940 
2019,12,,,10,1,21.3,30.1,1.5,60256 
2019,17,,,10,2,20.7,31.3,0.01,59860 
2019,18,,,10,3,20.4,31.3,26.8,59473 
2019,18,,,10,4,20.2,29.0,10.8,58321 
2019,18,,,10,5,19.9,29.8,13.2,55919 
2019,18,,,10,6,19.4,30.3,3.3,57286 
2019,18,,,10,7,20.0,31.5,0.01,58812 
2019,20,,,10,8,20.2,31.3,0.01,59754 
2019,18,,,10,9,20.1,31.7,3.9,61059 
2019,18,,,10,10,19.9,32.2,1.2,61417 
2019,18,,,10,11,21.3,31.3,10.5,59273 
2019,18,,,10,12,19.4,32.0,0.01,58679 
2019,18,,,10,13,19.2,30.3,0.01,58500 
2019,7,,,10,14,19.3,30.9,0.01,59369 
2019,18,,,10,15,21.1,29.1,2.2,61103 
2019,18,,,10,16,21.3,29.2,2.5,59151 
2019,18,,,10,17,20.6,27.2,1.5,57899 
2019,18,,,10,18,19.8,29.0,0.01,61285 
2019,18,,,10,19,21.3,29.3,0.01,59586 
2019,18,,,10,20,19.1,30.1,0.01,60089 
2019,18,,,10,21,20.5,29.8,0.01,62668 
2019,18,,,10,22,17.4,32.1,0.01,66243 
2019,18,,,10,23,19.3,32.7,0.01,69096 
2019,11,,,10,24,20.2,31.9,0.01,68943 
2019,18,,,10,25,19.2,31.4,0.01,71137 
2019,18,,,10,26,18.9,31.4,0.01,72273 
2019,18,,,10,27,20.4,31.5,0.01,72676 
2019,18,,,10,28,20.2,31.4,0.01,73553 
2019,18,,,10,29,18.6,30.2,0.01,73347 
2019,11,,,10,30,19.0,29.0,1.8,70000 
2019,18,,,10,31,21.0,24.7,18.8,61982 
2019,18,,,11,1,21.1,30.0,37.5,65514 
2019,18,,,11,2,20.0,28.3,4.7,65586 
2019,18,,,11,3,21.2,26.5,1.1,65631 
2019,18,,,11,4,19.1,26.0,0.01,67987 
2019,18,,,11,5,17.0,27.0,0.01,72057 
2019,18,,,11,6,18.2,28.5,0.01,68512 
2019,9,,,11,7,19.9,29.2,0.01,69259 
2019,18,,,11,8,16.9,25.5,0.01,70676 
2019,9,,,11,9,15.2,27.2,0.01,70804 
2019,16,,,11,10,17.8,23.3,0.01,69341 
2019,17,,,11,11,19.3,23.0,20.2,72156 
2019,17,,,11,12,19.0,26.1,3.4,71949 
2019,9,,,11,13,17.9,29.4,0.01,74783 
2019,7,,,11,14,20.0,26.9,0.01,75795 
2019,9,,,11,15,19.2,28.1,0.01,75913 
2019,17,,,11,16,16.2,29.2,0.01,78500 
2019,6,,,11,17,17.0,30.1,0.01,76815 
2019,17,,,11,18,19.2,30.0,0.01,76747 
2019,17,,,11,19,15.8,28.1,0.01,79606 
2019,6,,,11,20,16.5,27.2,0.01,77325 
2019,16,,,11,21,15.3,27.6,0.01,76177 
2019,6,,,11,22,14.3,28.1,0.01,80946 
2019,17,,,11,23,13.6,28.5,0.01,79418 
2019,17,,,11,24,16.2,29.2,0.01,80080 
2019,17,,,11,25,17.2,28.4,0.01,91957 
2019,19,,,11,26,20.2,28.2,0.01,97149 
2019,16,,,11,27,20.2,28.7,0.01,87440 
2019,16,,,11,28,21.3,27.8,0.01,89200 
2019,17,,,11,29,21.9,27.5,0.01,88068 
2019,17,,,11,30,19.1,28.1,0.01,82609 
2019,6,,,12,1,18.2,27.6,0.01,109564 
2019,15,,,12,2,16.2,26.2,0.01,109221 
2019,17,,,12,3,19.0,23.8,0.01,103721 
2019,16,,,12,4,12.2,24.9,0.01,103723 
2019,15,,,12,5,12.2,26.5,0.01,106993 
2019,16,,,12,6,13.3,24.6,0.01,106388 
2019,17,,,12,7,14.4,22.4,0.01,104998 
2019,16,,,12,8,13.2,23.5,0.01,106891 
2019,16,,,12,9,10.5,26.0,0.01,106972 
2019,20,,,12,10,11.0,26.5,0.01,107121 
2019,17,,,12,11,11.2,26.5,0.01,108180 
2019,17,,,12,12,12.2,26.7,0.01,108323 
2019,17,,,12,13,15.5,27.2,0.01,101761 
2019,16,,,12,14,17.0,27.4,0.01,108990 
2019,15,,,12,15,19.7,26.6,0.01,109827 
2019,9,,,12,16,17.0,28.5,0.01,112277 
2019,8,,,12,17,16.0,29.3,0.01,114452 
2019,17,,,12,18,14.9,29.5,0.01,113831 
2019,17,,,12,19,16.0,28.5,0.01,113827 
2019,16,,,12,20,15.3,28.5,0.01,113824 
2019,17,,,12,21,13.3,28.5,0.01,115077 
2019,17,,,12,22,14.8,30.2,0.01,112656 
2019,16,,,12,23,14.3,28.4,0.01,114603 
2019,16,,,12,24,14.3,29.5,0.01,113555 
2019,17,,,12,25,13.4,30.2,0.01,107479 
2019,17,,,12,26,14.1,30.0,0.01,114227 
2019,17,,,12,27,14.0,26.1,0.01,108766 
2019,17,,,12,28,14.0,28.2,0.01,110604 
2019,9,,,12,29,13.2,30.3,0.01,110719 
2019,17,,,12,30,18.2,29.8,0.01,108576 
2019,17,,,12,31,16.0,28.3,0.01,110279 
2020,,,,1,1,15.5,29.0,0.01,96977 
2020,,,,1,2,17.3,29.3,0.01,93074 
2020,,,,1,3,19.9,27.8,0.01,119699 
2020,,,,1,4,18.9,27.2,0.01,102124 
2020,,,,1,5,13.7,27.1,0.01,101952 
2020,,,,1,6,12.5,30.2,0.01,101512 
2020,,,,1,7,14.3,29.9,0.01,100944 
2020,,,,1,8,20.0,30.0,0.01,108960 
2020,,,,1,9,16.6,31.3,0.01,112988 
2020,,,,1,10,17.0,32.5,0.01,104172 
2020,,,,1,11,18.2,31.0,0.01,106057 
2020,,,,1,12,19.5,29.7,0.01,97620 
2020,,,,1,13,18.3,28.5,0.01,97738 
2020,,,,1,14,12.3,28.1,0.01,97040 
2020,,,,1,15,10.3,28.3,0.01,112533 
2020,,,,1,16,12.7,30.3,0.01,125153 
2020,,,,1,17,14.7,29.0,0.01,124036 
2020,,,,1,18,14.1,29.2,0.01,139520 
2020,,,,1,19,12.9,28.2,0.01,147939 
2020,,,,1,20,12.3,28.7,0.01,153262 
2020,,,,1,21,12.1,30.7,0.01,146390 
2020,,,,1,22,12.9,32.4,0.01,159886 
2020,,,,1,23,13.4,32.2,0.01,159969 
2020,,,,1,24,14.2,32.1,0.01,131181 
2020,,,,1,25,12.2,30.2,0.01,130401 
2020,,,,1,26,15.0,28.7,0.01,117938 
2020,,,,1,27,16.9,28.9,0.01,109602 
2020,,,,1,28,16.9,29.5,0.01,95297 
2020,,,,1,29,17.3,29.4,0.01,105145 
2020,,,,1,30,17.3,26.0,0.01,96092 
2020,,,,1,31,13.1,26.8,0.01,132597 
2020,,,,2,1,13.2,28.1,0.01,165793 
2020,,,,2,2,12.3,28.4,0.01,180909 
2020,,,,2,3,10.5,30.0,0.01,198960 
2020,,,,2,4,10.8,30.0,0.01,205773 
2020,,,,2,5,10.5,29.1,0.01,210757 
2020,,,,2,6,10.2,30.1,0.01,203013 
2020,,,,2,7,10.9,31.2,0.01,133753 
2020,,,,2,8,13.3,28.2,0.01,121197 
2020,,,,2,9,18.4,26.6,0.01,144482 
2020,,,,2,10,19.0,28.5,0.01,183447 
2020,,,,2,11,17.1,31.3,0.01,153826 
2020,,,,2,12,15.8,31.9,0.01,142185 
2020,,,,2,13,17.0,32.0,0.01,132285 
2020,,,,2,14,18.2,32.0,0.01,129487 
2020,,,,2,15,17.0,32.2,0.01,127052 
2020,,,,2,16,17.1,34.0,0.01,125165 
2020,,,,2,17,20.2,28.7,0.01,138259 
2020,,,,2,18,19.0,26.7,0.01,140427 
2020,,,,2,19,14.3,27.2,0.01,122011 
2020,,,,2,20,12.0,27.0,0.01,142531 
2020,,,,2,21,14.0,27.0,0.01,148551 
2020,,,,2,22,17.9,27.1,0.01,165436 
2020,,,,2,23,17.2,27.5,0.01,153107 
2020,,,,2,24,11.3,28.7,0.01,171563 
2020,,,,2,25,10.3,30.7,0.01,168991 
2020,,,,2,26,14.2,31.4,0.01,161911 
2020,,,,2,27,14.9,30.9,0.01,168231 
2020,,,,2,28,14.2,31.2,0.01,182168 
2020,,,,2,29,14.3,32.6,0.01,174501 
2020,,,,3,1,16.0,32.2,0.01,168009 
2020,,,,3,2,16.5,32.0,0.01,166835 
2020,,,,3,3,15.8,32.3,0.01,172241 
2020,,,,3,4,16.5,33.3,0.01,166049 
2020,,,,3,5,17.5,32.1,0.01,168823 
2020,,,,3,6,18.0,32.2,0.01,173827 
2020,,,,3,7,19.0,33.7,0.01,152003 
2020,,,,3,8,19.9,33.4,0.01,135914 
2020,,,,3,9,19.1,33.3,0.01,159317 
2020,,,,3,10,20.0,35.2,0.01,165080 
2020,,,,3,11,20.7,32.2,0.01,158269 
2020,,,,3,12,17.0,35.0,0.01,154643 
2020,,,,3,13,18.7,34.4,2.2,145305 
2020,,,,3,14,20.8,34.2,0.01,135643 
2020,,,,3,15,21.1,32.4,0.01,133573 
2020,,,,3,16,18.2,31.7,0.01,137613 
2020,,,,3,17,17.3,33.4,0.01,109670 
2020,,,,3,18,15.5,32.4,0.01,151736 
2020,,,,3,19,17.1,33.0,0.01,122907 
2020,,,,3,20,18.2,34.1,0.01,112544 
2020,,,,3,21,15.6,33.9,0.01,116132 
2020,,,,3,22,18.1,34.3,0.01,118289 
2020,,,,3,23,19.1,34.5,0.01,111910 
2020,,,,3,24,19.6,32.0,0.01,109379 
2020,,,,3,25,18.2,32.5,0.01,115188 
2020,,,,3,26,19.0,33.5,0.01,114684 
2020,,,,3,27,19.7,34.3,0.01,120600 
2020,,,,3,28,19.6,35.2,0.01,121515 
2020,,,,3,29,21.2,35.1,0.01,116222 
2020,,,,3,30,20.1,35.0,0.01,105145 
2020,,,,3,31,21.0,34.4,0.01,73706 
2020,,,,4,1,21.2,35.3,0.01,74819 
2020,,,,4,2,17.1,35.1,0.01,78194 
2020,,,,4,3,17.3,35.3,0.01,81936 
2020,,,,4,4,16.8,35.1,0.01,77424 
2020,,,,4,5,16.1,34.4,0.01,80250 
2020,,,,4,6,19.2,32.5,0.01,72058 
2020,,,,4,7,21.2,30.2,0.01,79864 
2020,,,,4,8,20.2,33.3,0.01,82120 
2020,,,,4,9,21.2,32.1,0.01,97074 
2020,,,,4,10,19.8,33.0,0.01,103842 
2020,,,,4,11,19.5,33.2,18.7,97479 
2020,,,,4,12,20.9,33.1,2.0,118452 
2020,,,,4,13,23.2,29.3,0.01,119259 
2020,,,,4,14,20.2,31.8,0.01,110607 
2020,,,,4,15,20.2,31.3,0.01,128687 
2020,,,,4,16,19.2,33.1,0.01,143682 
2020,,,,4,17,20.2,33.7,6.5,158606 
2020,,,,4,18,21.0,33.2,1.3,170189 
2020,,,,4,19,21.7,33.0,0.01,151980 
2020,,,,4,20,22.0,34.7,3.0,165368 
2020,,,,4,21,20.2,35.0,0.7,168666 
2020,,,,4,22,21.0,35.3,1.7,132068 
2020,,,,4,23,20.4,34.5,0.01,76718 
2020,,,,4,24,22.2,33.5,0.01,73557 
2020,,,,4,25,21.2,31.3,0.01,74698 
2020,,,,4,26,21.3,32.7,0.01,81573 
2020,,,,4,27,22.2,32.3,0.01,71399 
2020,,,,4,28,18.0,32.2,0.01,70347 
2020,,,,4,29,18.3,34.2,0.01,70625 
2020,,,,4,30,19.2,34.4,0.01,76769 
2020,,,,5,1,19.3,34.8,0.01,73298 
2020,,,,5,2,21.8,35.2,4.6,71330 
2020,,,,5,3,20.4,34.2,0.01,72146 
2020,,,,5,4,21.2,35.6,0.01,74598 
2020,,,,5,5,22.9,35.2,0.01,76058 
2020,,,,5,6,22.3,34.3,0.01,77037 
2020,,,,5,7,24.0,35.5,0.01,71731 
2020,,,,5,8,24.7,36.5,0.01,76476 
2020,,,,5,9,23.1,36.3,1.7,75559 
2020,,,,5,10,20.4,36.4,0.01,82114 
2020,,,,5,11,21.7,34.4,0.01,67608 
2020,,,,5,12,22.3,37.1,0.3,80976 
2020,,,,5,13,20.7,36.0,0.01,83780 
2020,,,,5,14,22.2,35.2,0.3,74122 
2020,,,,5,15,20.2,34.0,0.01,84681 
2020,,,,5,16,21.9,33.3,0.01,85088 
2020,,,,5,17,22.4,30.6,12.8,83726 
2020,,,,5,18,22.5,33.9,0.01,80405 
2020,,,,5,19,24.1,33.2,0.01,86626 
2020,,,,5,20,23.9,34.3,0.01,79391 
2020,,,,5,21,23.8,32.2,0.01,86439 
2020,,,,5,22,23.2,34.4,0.01,83766 
2020,,,,5,23,22.6,32.5,23.5,76575 
2020,,,,5,24,22.0,30.7,46.3,76827 
2020,,,,5,25,23.2,32.0,0.4,75292 
2020,,,,5,26,23.1,33.2,0.01,83585 
2020,,,,5,27,23.4,33.0,2.4,74618 
2020,,,,5,28,22.5,32.2,0.4,92438 
2020,,,,5,29,23.7,29.0,20.9,94719 
2020,,,,5,30,21.6,32.2,0.01,96578 
2020,,,,5,31,21.3,32.4,0.01,84931 
2020,,,,6,1,21.9,32.1,7.3,82159 
2020,,,,6,2,21.3,32.5,0.2,82183 
2020,,,,6,3,21.0,32.8,0.01,83602 
2020,,,,6,4,23.9,32.5,0.01,80576 
2020,,,,6,5,23.0,32.2,0.01,79039 
2020,,,,6,6,23.2,32.5,0.01,80625 
2020,,,,6,7,24.0,32.2,0.01,82058 
2020,,,,6,8,22.0,33.2,0.01,85857 
2020,,,,6,9,22.2,34.5,0.01,88140 
2020,,,,6,10,22.2,34.7,0.01,83195 
2020,,,,6,11,21.4,32.3,0.01,77182 
2020,,,,6,12,23.5,33.5,0.01,80769 
2020,,,,6,13,22.6,32.3,0.01,81325 
2020,,,,6,14,22.5,32.2,0.01,79223 
2020,,,,6,15,22.5,28.3,0.01,74465 
2020,,,,6,16,22.1,30.1,2.2,71642 
2020,,,,6,17,21.7,29.0,37.4,72647 
2020,,,,6,18,22.0,30.1,1.3,63528 
2020,,,,6,19,22.2,30.7,0.01,80793 
2020,,,,6,20,23.0,31.6,0.01,77856 
2020,,,,6,21,22.2,31.7,0.3,72095 
2020,,,,6,22,21.7,32.5,0.01,74278 
2020,,,,6,23,22.2,32.2,0.01,78295 
2020,,,,6,24,22.2,33.3,0.01,80738 
2020,,,,6,25,23.3,32.2,0.01,77085 
2020,,,,6,26,21.8,32.3,1.5,75059 
2020,,,,6,27,23.0,31.2,4.7,75066 
2020,,,,6,28,22.0,31.0,1.0,71743 
2020,,,,6,29,22.8,28.1,4.4,75205 
2020,,,,6,30,22.1,26.2,1.6,78667 
2020,,,,7,1,22.8,27.3,9.6,69078 
2020,,,,7,2,22.3,29.2,14.3,69360 
2020,,,,7,3,22.5,29.0,9.2,70152 
2020,,,,7,4,23.0,30.2,1.7,68354 
2020,,,,7,5,22.3,32.1,0.01,71693 
2020,,,,7,6,22.3,29.8,4.5,74227 
2020,,,,7,7,22.2,31.0,3.4,74186 
2020,,,,7,8,22.0,32.3,11.5,76380 
2020,,,,7,9,22.9,31.3,0.01,75387 
2020,,,,7,10,22.5,32.4,0.01,76667 
2020,,,,7,11,24.0,32.1,0.01,77685 
2020,,,,7,12,23.0,31.4,0.01,76236 
2020,,,,7,13,22.3,31.0,6.1,74037 
2020,,,,7,14,22.1,30.8,0.01,74603 
2020,,,,7,15,21.3,32.0,0.01,75775 
2020,,,,7,16,22.6,30.8,6.8,77270 
2020,,,,7,17,21.3,30.5,1.4,71372 
2020,,,,7,18,22.0,30.8,0.01,72272 
2020,,,,7,19,21.9,32.0,0.01,71681 
2020,,,,7,20,21.2,32.6,52.6,68165 
2020,,,,7,21,21.2,30.4,7.1,70090 
2020,,,,7,22,22.7,31.3,0.01,73118 
2020,,,,7,23,22.3,32.0,0.01,72893 
2020,,,,7,24,22.2,32.0,0.01,70220 
2020,,,,7,25,23.0,32.1,0.01,73859 
2020,,,,7,26,21.4,32.2,0.01,71300 
2020,,,,7,27,22.2,31.4,0.01,72005 
2020,,,,7,28,21.5,32.7,0.01,72906 
2020,,,,7,29,23.5,32.0,0.01,75536 
2020,,,,7,30,22.1,31.2,18.6,75163 
2020,,,,7,31,21.2,26.2,28.3,73373 
2020,,,,8,1,22.2,25.3,27.0,70631 
2020,,,,8,2,22.1,28.0,88.2,71825 
2020,,,,8,3,22.4,28.4,14.9,72443 
2020,,,,8,4,22.3,28.1,39.3,72811 
2020,,,,8,5,22.2,29.2,0.3,72843 
2020,,,,8,6,22.5,32.1,13.3,73256 
2020,,,,8,7,22.4,30.0,5.4,74318 
2020,,,,8,8,22.4,28.6,4.3,71032 
2020,,,,8,9,22.3,30.3,0.2,70001 
2020,,,,8,10,23.0,28.1,13.4,74432 
2020,,,,8,11,22.5,29.1,17.5,72753 
2020,,,,8,12,23.1,28.7,9.0,73027 
2020,,,,8,13,22.9,28.1,17.5,71971 
2020,,,,8,14,22.0,28.2,2.5,70586 
2020,,,,8,15,22.4,31.2,1.5,70440 
2020,,,,8,16,22.0,31.4,0.01,68992 
2020,,,,8,17,22.2,30.3,0.01,72139 
2020,,,,8,18,20.3,32.2,0.01,75441 
2020,,,,8,19,21.1,28.5,50.4,72325 
2020,,,,8,20,22.4,26.7,58.1,73377 
2020,,,,8,21,22.1,29.3,4.6,71744 
2020,,,,8,22,21.9,30.2,2.6,71186 
2020,,,,8,23,22.0,30.3,0.01,65907 
2020,,,,8,24,21.8,30.5,0.2,126414 
2020,,,,8,25,21.5,32.2,0.01,74219 
2020,,,,8,26,22.2,32.3,0.01,75727 
2020,,,,8,27,23.3,27.1,13.1,88875 
2020,,,,8,28,22.3,27.0,6.1,72526 
2020,,,,8,29,21.7,31.4,0.01,72076 
2020,,,,8,30,22.1,30.3,0.01,72538 
2020,,,,8,31,21.7,31.9,0.2,72520 
2020,,,,9,1,21.6,31.5,10.0,72433 
2020,,,,9,2,20.6,30.2,14.0,69457 
2020,,,,9,3,22.1,31.6,0.7,90168 
2020,,,,9,4,22.0,31.5,3.0,72938 
2020,,,,9,5,22.4,32.0,0.01,74195 
2020,,,,9,6,21.4,31.0,4.3,71646 
2020,,,,9,7,21.5,31.3,2.8,73364 
2020,,,,9,8,21.3,32.3,0.2,72580 
2020,,,,9,9,22.2,33.3,1.4,71254 
2020,,,,9,10,21.2,31.9,0.2,72704 
2020,,,,9,11,22.2,31.0,0.01,73198 
2020,,,,9,12,22.6,31.3,6.8,73064 
2020,,,,9,13,21.3,32.0,1.7,72316 
2020,,,,9,14,21.2,32.3,16.2,72508 
2020,,,,9,15,21.3,30.7,0.2,73109 
2020,,,,9,16,22.2,30.6,0.9,74421 
2020,,,,9,17,22.8,26.3,14.8,74554 
2020,,,,9,18,21.2,22.4,24.0,70614 
2020,,,,9,19,21.6,26.0,13.0,65975 
2020,,,,9,20,21.4,27.2,0.6,67511 
2020,,,,9,21,22.2,31.0,36.4,71944 
2020,,,,9,22,21.8,31.1,1.5,71292 
2020,,,,9,23,22.1,31.2,7.8,69146 
2020,,,,9,24,21.2,30.7,0.01,115029 
2020,,,,9,25,22.1,31.0,0.01,70220 
2020,,,,9,26,22.1,27.0,12.0,67870 
2020,,,,9,27,21.3,28.4,0.01,69182 
2020,,,,9,28,21.0,31.9,0.01,70316 
2020,,,,9,29,22.1,28.3,5.5,68559 
2020,,,,9,30,22.2,29.3,0.01,70488 
